valores,rua,bairro_cidade,link
"R$375,000",Rua Coronel João da Silva Feijó,"Parque Mandaqui, São Paulo",/imovel/190978/apartamento-3-dorms-ipiranga-sao_paulo-venda/
"R$550,000",Rua Ateneu,"Vila Moinho Velho, São Paulo",/imovel/200961/apartamento-4-dorms-vila_mariana-sao_paulo-venda/
"R$760,000",Av. Regente Feijó,"Vila Regente Feijó, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$2,250,000",Rua Copacabana,"Chora Menino, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$280,000",Rua Pinto da Luz,"Vila Ivone, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$2,300,000",Rua Conrado Augusto Offa,"Vila Virgínia, Jundiaí",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$610,000",Rua Afonso Celso,"Vila Mariana, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$350,000",Av. Celso Garcia,"Tatuapé, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$800,000",Rua Henri Dunant,"Santo Amaro, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$810,000",Rua Mairinque,"Vila Clementino, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$530,000",Rua Vilela,"Tatuapé, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$960,000",Rua Aguapeí,"Vila Santo Estevão, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$430,000",Rua Das Azaléas,"Mirandopolis, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$515,000",Rua Rio Grande,"Vila Mariana, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$285,000",Rua Climaco Barbosa,"Cambuci, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$3,940,000",Al. Itu,"Jardim Paulista, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$3,300,000",Al. Das Boninas,"Mirandopolis, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$660,000",Rua Luzia Balzani,"Vila Moreira, Guarulhos",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$20,500,000",Rua do Livramento,"Vila Mariana, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$250,000",Rua Odorico Mendes,"Mooca, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$1,580,000",Rua Siqueira Campos,"Centro, Santo André",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$315,000",Rua Salvador Capassi,"Vila Baeta Neves, São Bernardo do Campo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$218,000",Av. Alcântara Machado,"Brás, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$1,200,000",Rua Lydia Ferrari Magnoli,"Jardim Avelino, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$300,000",Rua Guaraja,"Vila Mazzei, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$880,000",Rua Oscar Freire,"Cerqueira César, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$299,990",Rua São Nestor,"Vila Mazzei, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$3,500,000",Rua Eleonora Cintra,"Jardim Anália Franco, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,580,000",Al. Lorena,"Jardim Paulista, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$500,000",Rua do Glicério,"Liberdade, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$2,300,000",Al. dos Aicás,"Indianópolis, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$650,000",Rua José Antônio Coelho,"Vila Mariana, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$700,000",Rua Neves de Carvalho,"Bom Retiro, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$750,000",Rua Antônio Tavares,"Cambuci, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$512,000",Rua do Oratório,"Mooca, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$480,000",Av. Celso Garcia,"Brás, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$1,300,000",Rua Tietequera,"Vila Zilda, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$700,000",Rua Pantojo,"Vila Regente Feijó, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,250,000",Rua Eleonora Cintra,"Jardim Anália Franco, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,370,000",Rua Capitão Macedo,"Vila Clementino, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$340,000",Rua Comendador Pinoti Gamba,"Vila Mussolini, São Bernardo do Campo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$590,000",Rua Augusta,"Consolação, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$1,190,000",Rua Peixoto Gomide,"Jardim América, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$960,000",Rua Martiniano de Carvalho,"Bela Vista, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$2,800,000",Rua Dona Gabriela,"Vila Dom Pedro Ii, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$2,560,000",Rua Aguapeí,"Vila Santo Estevão, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$600,000",Rua Pretória,"Vila Formosa, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$1,500,000",Rua Doutor Guilherme Cristoffel,"Santana, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,840,000",Rua Antônio Pires,"Vila Albertina, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$2,500,000",Rua José Oscar Abreu Sampaio,"Vila Regente Feijó, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$290,000",Av. Carioca,"Vila Carioca, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$341,000",Rua Dianópolis,"Parque da Mooca, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,050,000",Rua Doutor Homem de Melo,"Perdizes, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$1,200,000",Rua Francisco de Morais,"Chácara Santo Antônio, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$750,000",Rua Anália Franco,"Vila Regente Feijó, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$1,915,000",Rua Casa Forte,"Água Fria, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$460,000",Rua RIO PRETO,"Vila Valparaíso, Santo André",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$1,200,000",Rua José Antônio Coelho,"Vila Mariana, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$680,000",Rua Voluntários da Pátria,"Santana, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$500,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$460,000",Rua Olívio D assunção Ferreira,"Mooca, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$900,000",Rua Itaici,"Santa Teresinha, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$1,400,000",Rua Armindo Guaraná,"Vila Regente Feijó, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$320,000",Av. Júlio Buono,"Vila Gustavo, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$500,000",Rua Doutor Olavo Egídio,"Santana, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$1,000,000",Rua Domingos da Fonseca,"Parque da Mooca, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$550,000",Av. Lins de Vasconcelos,"Cambuci, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$800,000",Rua Guiratinga,"Chácara Inglesa, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$600,000",Av. Professor Giacomo Itria,"Anhangabaú, Jundiaí",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$1,290,000",Rua Moisés Abaid,"Jardim São Bento, Jundiaí",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$760,000",Rua Coronel Joviniano Brandão,"Vila Prudente, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$780,000",Rua Aibi,"Vila Ipojuca, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$900,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,200,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$1,250,000",Rua Costa Aguiar,"Ipiranga, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,150,000",Rua Governador Menezes,"Tatuapé, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$1,200,000",Av. Doutor Cardoso de Melo,"Vila Olímpia, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$1,450,000",Rua Armindo Guaraná,"Vila Regente Feijó, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$450,000",Rua União,"Parque União, Jundiaí",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$290,000",Rua da Mooca,"Mooca, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$590,000",Rua Clarindo,"Vila Andrade, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$1,200,000",Rua Itapemirum,"Vila Andrade, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$6,600,000",Rua Itapeti,"Vila Gomes Cardim, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$600,000",Rua Francisco Dias Velho,"Vila Cordeiro, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$495,000",Rua Emílio Mallet,"Vila Gomes Cardim, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$2,250,000",Rua Salvador Caruso,"Vila Ipojuca, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$590,000",Rua Correia de Lemos,"Chácara Inglesa, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$1,450,000",Rua Nello Bini,"Vila Analia Franco, São Paulo",/imovel/183176/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$4,200,000",Rua Teixeira da Silva,"Paraíso, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$250,000",Rua TUPI,"Vila Valparaíso, Santo André",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$1,890,000",Rua Pensilvânia,"Cidade Monções, São Paulo",/imovel/205716/apartamento-3-dorms-vila_ivone-sao_paulo-venda/
"R$460,000",Rua Ingles de Sousa,"Jardim da Glória, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$990,000",Rua Pimenta Bueno,"Chácara Tatuapé, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$850,000",Rua Cubatão,"Vila Mariana, São Paulo",/imovel/205856/apartamento-4-dorms-vila_virginia-jundiai-venda/
"R$3,700,000",Av. Açocê,"Indianópolis, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$880,000",Rua Teixeira da Silva,"Paraíso, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$1,950,000",Rua Eleonora Cintra,"Jardim Anália Franco, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$1,450,000",Rua Jorge Zolner,"Centro, Jundiaí",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$545,000",Rua Campo Largo,"Vila Bertioga, São Paulo",/imovel/197223/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,300,000",Al. Gabriel Monteiro da Silva,"Jardim América, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$950,000",Rua Rondinha,"Chácara Inglesa, São Paulo",/imovel/205957/apartamento-2-dorms-tatuape-sao_paulo-venda/
"R$725,000",Rua Pássaros e Flores,"Jardim Das Acácias, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$1,200,000",Rua General Calado,"Vila Regente Feijó, São Paulo",/imovel/201877/apartamento-1-dorms-santo_amaro-sao_paulo-venda/
"R$2,300,000",Rua Abílio Soares,"Paraíso, São Paulo",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$450,000",Rua Rego Freitas,"República, São Paulo",/imovel/209127/apartamento-1-dorms-vila_regente_feijo-sao_paulo-venda/
"R$2,490,000",Rua Campevas,"Perdizes, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$1,850,000",Rua dos Franceses,"Morro dos Ingleses, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$7,192,000",Rua João Lourenço,"Vila Nova Conceição, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$890,000",Rua Professor Vahia de Abreu,"Vila Olímpia, São Paulo",/imovel/203833/apartamento-1-dorms-cambuci-sao_paulo-venda/
"R$265,000",Av. Quatorze de Dezembro,"Vila Mafalda, Jundiaí",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$250,000",Av. Celso Garcia,"Brás, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$420,000",Rua Rio Pardo,"Vila Helena, Santo André",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$700,000",Rua Ana Salete,"Vila Aurora, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$340,000",Rua Pedro Bortolini,"Jardim Merci Ii, Jundiaí",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$295,000",Rua Voluntários da Pátria,"Santana, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$3,750,000",Rua Castro Alves,"Aclimação, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$2,900,000",Rua Caiowaá,"Perdizes, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$310,000",Rua Padre André Duguet,"Vila Irmãos Arnoni, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$4,600,000",Rua Antônio Camardo,"Vila Gomes Cardim, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$900,000",Rua da Meação,"Vila Regente Feijó, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$425,000",Rua José de Almeida,"Vila Medeiros, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$2,350,000",Rua Marina Crespi,"Mooca, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$2,170,000",Rua Diana,"Vila Pompeia, São Paulo",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$450,000",Rua Dom Bosco,"Mooca, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$2,500,000",Rua Antônio Camardo,"Vila Gomes Cardim, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$950,000",Rua Tucuna,"Vila Pompeia, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$560,000",Rua Capitão Luís Ramos,"Vila Guilherme, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$320,000",Rua Costa Barros,"Sítio Pinheirinho, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$1,791,000",Rua Rio Grande,"Vila Mariana, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$600,000",Rua Voluntários da Pátria,"Santana, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$380,000",Rua da Mooca,"Mooca, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$1,280,000",Rua João Ribeiro,"Campestre, Santo André",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$480,000",Rua Curuena,"Chácara Belenzinho, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$1,290,000",Av. Regente Feijó,"Vila Regente Feijó, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$305,000",Rua CANANÉIA,"Vila Valparaíso, Santo André",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$2,500,000",Al. dos Aicás,"Indianópolis, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$2,860,000",Rua Virgílio de Carvalho Pinto,"Pinheiros, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$2,447,000",Rua André Fernandes,"Jardim Europa, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$860,000",Av. Lacerda Franco,"Cambuci, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$655,000",Rua Das Aningas,"Jardim Oriental, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$1,200,000",Rua Prof. Pedreira de Freitas,"Tatuapé, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$550,000",Rua Gomes Cardim,"Brás, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$840,000",Rua Jaguari,"Jardim, Santo André",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$2,300,000",Rua Eunice Weaver,"Vila Regente Feijó, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$698,000",Rua de Humberto de Campos,"Vila Guarani, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$800,000",Av. Ceci,"Planalto Paulista, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$470,000",Rua Cotoxó,"Vila Pires, Santo André",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$639,000",Av. Álvaro Machado Pedrosa,"Parada Inglesa, São Paulo",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$437,000",Av. Brigadeiro Luís Antônio,"Bela Vista, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$1,070,000",Av. Paulista,"Bela Vista, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$825,000",Rua Indiana,"Brooklin Paulista, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$375,000",Rua Monsenhor João Felipo,"Mooca, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$590,000",Rua Bento Araújo,"Barro Branco - zona Norte, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$2,600,000",Rua Padre Vieira,"Jardim, Santo André",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
"R$280,000",Rua José Ferreira de Castro,"Vila Amélia, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$400,000",Rua Muniz de Sousa,"Aclimação, São Paulo",/imovel/183405/apartamento-3-dorms-centro-jundiai-venda/
"R$530,000",Rua Joaquim Nabuco,"Ponte de São João, Jundiaí",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$2,100,000",Av. Lacerda Franco,"Cambuci, São Paulo",/imovel/182512/apartamento-3-dorms-jardim_america-sao_paulo-venda/
"R$530,000",Av. Álvaro Machado Pedrosa,"Parada Inglesa, São Paulo",/imovel/203602/apartamento-3-dorms-jardim_das_acacias-sao_paulo-venda/
"R$2,000,000",Av. Paulista,"Bela Vista, São Paulo",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$650,000",Rua Pontins,"Santana, São Paulo",/imovel/206203/apartamento-3-dorms-paraiso-sao_paulo-venda/
"R$1,400,000",Rua Carlos Camargo Aranha,"Jardim São Paulo, São Paulo",/imovel/199281/apartamento-2-dorms-jardim_da_gloria-sao_paulo-venda/
"R$750,000",Rua Geórgia,"Brooklin Paulista, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$1,740,000",Rua Joel Jorge de Melo,"Vila Mariana, São Paulo",/imovel/206320/apartamento-4-dorms-chacara_tatuape-sao_paulo-venda/
"R$760,000",Rua Marechal Hermes da Fonseca,"Santana, São Paulo",/imovel/206641/apartamento-4-dorms-indianopolis-sao_paulo-venda/
"R$600,000",Rua Filipe da Silva,"Lauzane Paulista, São Paulo",/imovel/207136/apartamento-4-dorms-jardim_analia_franco-sao_paulo-venda/
